country,ico_start,ico_end,price_usd,goal,distributed_in_ico,sold_tokens,token_for_sale,whitelist,kyc,bonus,mvp,pre_ico_start,pre_ico_end,pre_ico_price_usd,link_white_paper,linkedin_link,github_link,website,rating,teamsize,ERC20
Unknown,01/09/2018,,0.051,0,0.5,,,,no,N,,,,,https://www.agora.vote/s/Agora_Whitepaper.pdf,https://www.linkedin.com/company/agorablockchain/,,https://www.agora.vote/?utm_source=icobench,2.6,15.0,TRUE
Mexico,02/04/2018,,1.0,0,0.7,,14000000.0,No,N,N,,,,,http://allofart.com/docs/AllOfArt_Whitepaper_en.pdf,TBD,,http://allofart.com?utm_source=icobench,2.6,1.0,0.0
USA,15/03/2018,20/04/2018,0.9,0,0.75,,10750000.0,n,false,No,,,,,https://apollo18.co.in/assets/pdf/whitepaper.pdf,https://www.linkedin.com/company/apollo18/,https://www.github.com/Apollo18Crypto?tab=repositories,https://apollo18.co.in?utm_source=icobench,2.6,3.0,true
UK,,,0.1,0,,,,n,yes,N,,,,,https://static.arbitao.com/wp/Arbitao_Whitepaper_EN.pdf,TBD,,https://www.arbitao.com/?utm_source=icobench,2.1,12.0,0
USA,,,,0,0.62,,620000000.0,,No,1,,,,,https://storage.googleapis.com/axpwhitepaper/AXP%20White%20Paper.pdf,TBD,https://www.github.com/axtoken?tab=repositories,https://axt.io/?utm_source=icobench,2.6,31.0,T
Chile,,,0.7,0,,,100000000.0,No,N,1,,,,,http://www.bitcheke.io/public/pdf/WHITEPAPER-BITCHEKEV2SPA.pdf,TBD,,http://www.bitcheke.io?utm_source=icobench,2.3,,False
Turks and Caicos Islands,24/04/2018,24/05/2018,0.115072801,0,0.55,1.0,110000000.0,NO,yes,0,,,,,https://www.bitcoinage.io/wp-content/uploads/2018/03/WP-Version-III.pdf,https://www.linkedin.com/company/officialbitcoinage/,,https://www.bitcoinage.io?utm_source=icobench,2.6,15.0,TRUE
USA,,,0.04,0,0.5,,,,false,0.0,,,,,https://boon.vc/Whitepaper/Whitepaper.pdf,TBD,,https://boon.vc/?utm_source=icobench,2.6,11.0,true
Cayman Islands,01/11/2019,19/02/2019,0.08,0,0.65,,480000000.0,yes,1.0,Y,,16/11/2018,10/01/2019,,https://docsend.com/view/vg7wyw7,,https://www.github.com/tokenopoly?tab=repositories,https://www.cannabium.co/?utm_source=icobench,2.6,16.0,1
Spain,09/04/2018,08/06/2018,0.2975,0,,,4370000.0,y,yes,No,,,,,http://cfighters.com/PreICO%20WhitePaper%20-%20EN.pdf,,https://www.github.com/cfighters?tab=repositories,http://cfighters.com/?utm_source=icobench,2.6,6.0,True
Spain,17/09/2018,15/10/2018,0.14,0,0.7,,70000000.0,,no,Yes,Yes,,,,https://cgs.vote/wp-content/uploads/2018/03/CGS-Whitepaper-0.7.pdf?utm_source=Website&utm_campaign=Website_WP,https://www.linkedin.com/company/coin-governance-system/,,https://cgs.vote?utm_source=icobench,2.6,9.0,1
UK,,,,0,0.25,,,Yes,true,0.0,Available,,,,https://www.choon.co/whitepaper,TBD,,https://www.choon.co/token-sale?utm_source=icobench,3.2,13.0,T
Poland,19/01/2018,,0.052,0,,,850000000.0,N,0.0,No,,,,,,TBD,,http://coinnec.com/?utm_source=icobench,2.6,2.0,True
Unknown,,15/07/2018,0.0231,0,,,,,N,0,,,,,https://contentbox.one/wp-en.pdf,https://www.linkedin.com/company/contentbox-one/,https://www.github.com/BOXFoundation?tab=repositories,https://contentbox.one?utm_source=icobench,2.6,18.0,True
Slovenia,,,0.1,0,0.6,,550000000.0,,0,Y,,,,0.08,https://www.coolomat-market.io/assets/whitepaper.pdf?id=8,TBD,,https://www.coolomat-market.io/en?utm_source=icobench,2.6,25.0,True
Russia,,,1.0,0,,,,,N,No,,09/11/2017,01/02/2018,,https://cryogen.me/files/cryogen-WP.pdf,TBD,,https://cryogen.me/?utm_source=icobench,2.5,,true
USA,05/06/2018,05/09/2018,1.2,0,,,,No,1.0,No,,,,,https://getdashing.com/docs/whitepaper.pdf,,,https://getdashing.com/?utm_source=icobench,2.6,5.0,True
Unknown,,,0.1,0,0.38,,650000000.0,,False,yes,,,,,https://datachoice.io/wp-content/uploads/2018/07/WebVersionData-Choice-WhitePaperJuly-2018.pdf,TBD,https://www.github.com/DataChoice?tab=repositories,https://datachoice.io?utm_source=icobench,2.6,13.0,1
USA,20/02/2018,28/02/2018,0.07,0,0.3,,225000000.0,Y,true,no,,,,,https://dax.network/assets/DAX-Token-Whitepaper.pdf,,,http://dax.network?utm_source=icobench,2.6,12.0,true
Panama,,,0.174538,0,,,,,N,no,,,,,https://www.decent.bet/pdf/whitepaper-english-2.1.0.pdf,TBD,,https://www.decent.bet/index.php?utm_source=icobench,2.6,20.0,True
USA,15/05/2018,30/05/2018,1.0,0,0.5,,10000000.0,NO,yes,Y,,30/03/2018,15/05/2018,0.7,https://dermavir.com/wp-content/uploads/2018/02/dermavir_coin_white_paper.pdf,,https://www.github.com/vrozsnyay?tab=repositories,https://www.dermavir.com?utm_source=icobench,2.9,4.0,1
Russia,,,,0,0.65,,32500000.0,,false,0,,,,,https://deskchain.io/whitepaper.pdf,TBD,,https://deskchain.io/?utm_source=icobench,2.6,7.0,1
Unknown,,,,0,0.68,,340000000.0,yes,No,0,,,,,https://digithoth.com/wp-content/uploads/2018/Digithoth%20Whitepaper.pdf,TBD,https://www.github.com/Digithoth?tab=repositories,https://digithoth.com/?utm_source=icobench,2.6,3.0,TRUE
Australia,11/07/2018,,0.25,0,0.4,,20400000.0,,0.0,0,,,,,https://drive.google.com/file/d/1degpnY5S4znWs7QxUSNmAEIJF3mG6bnG/view,TBD,,https://dipitto.com/?utm_source=icobench,2.6,,1
Singapore,,,0.001,0,,,50000000000.0,,N,N,,,,,https://discoperi.com/files/white_paper.pdf,TBD,,https://discoperi.com/?utm_source=icobench,2.6,14.0,1.0
USA,,,,0,0.43,,10000000000000.0,,false,N,,,,,,TBD,https://www.github.com/DispatchLabs?tab=repositories,http://dispatchlabs.io?utm_source=icobench,2.6,34.0,F
South Korea,,,0.4286,0,0.3,,750000000.0,No,Y,no,,,,,http://ecoverseglobal.io/files/Tech(eng).pdf,TBD,,http://ecoverseglobal.io?utm_source=icobench,2.2,2.0,True
Unknown,31/07/2019,,0.015,0,,,33600000.0,,false,No,,,,,,,,https://eminer.pro/#/?utm_source=icobench,2.6,,True
Unknown,,,,0,0.8,,560000000.0,y,yes,0.0,,,,,https://bit.ly/energzinewp,TBD,,https://www.enrgzine.io/?utm_source=icobench,2.6,,True
Singapore,16/06/2018,,0.1922,0,0.5,,,YES,No,0.0,,,,,https://www.epiktoken.io/assets/pdf/BLMP_whitepaper.pdf,TBD,,https://www.epiktoken.io/?utm_source=icobench,2.6,23.0,1
Andorra,,,1.0,0,0.75,,35000000.0,Yes,Yes,No,,23/01/2018,09/02/2018,,https://drive.google.com/open?id=1RZ0Vwcr4GmKl9TnjE_kLEux-QMaoV8M8,TBD,,https://www.escapetoken.com?utm_source=icobench,2.6,1.0,1
South Korea,23/04/2018,14/05/2018,573.7035482,0,,,,n,True,no,AVAILABLE,,,,https://ethersocial.network/download/ESN_whitepaper_eng.pdf,https://www.linkedin.com/company/ethersocialnetwork/,https://www.github.com/ethersocial?tab=repositories,https://ethersocial.org/?utm_source=icobench,2.6,,True
Unknown,,,,0,,,,,false,No,AVAILABLE,,,,https://www.ethos.io/Ethos_Whitepaper.pdf,TBD,,http://ethos.io?utm_source=icobench,2.6,24.0,1.0
Kazakhstan,,,0.0008,0,0.4,,2000000000.0,No,N,Yes,,,,,,,,,,,
USA,,,,0,0.4,,1000000000.0,,No,0.0,,,,,https://fanespo.com/pdf/Whitepaper_ENG.pdf,TBD,,https://fanespo.com/ico?utm_source=icobench,2.6,13.0,true
Ireland,16/01/2019,28/02/2019,0.0214,0,0.5,,2000000000.0,Y,0.0,no,,15/12/2018,31/12/2018,,https://docs.google.com/document/d/1NT0fYBOgd9qOMItoEpEN1S721QJNRZcpfBAy6RJ1YQM/edit,https://www.linkedin.com/company/festypay/,,https://www.festy.ie?utm_source=icobench,2.6,3.0,true
Singapore,,,,0,,,500000000.0,,No,N,,,,,https://drive.google.com/file/d/1BNsWZwiD1on6qGjyD8CcQjdQxOQGe6yV/view,TBD,,https://finamatrix.com/?utm_source=icobench,2.6,,F
UK,,,0.5,0,0.65,,65000000.0,,0,1.0,,03/11/2018,03/01/2019,,https://community.forgetoken.io/forge-whitepaper-v1.pdf,TBD,https://www.github.com/https:?tab=repositories,https://www.forgetoken.io/?utm_source=icobench,2.6,5.0,TRUE
Malta,11/10/2018,30/11/2018,0.7,0,0.47,,34323287.0,,0,Y,,,,0.48,https://www.freeca.sh/wp-content/uploads/2018/10/FreeCash-Whitepaper-PRE-LEGAL.pdf,https://www.linkedin.com/company/freecash2018/,https://www.github.com/free-cash?tab=repositories,https://www.freeca.sh/?utm_source=icobench,2.6,8.0,T
USA,30/04/2018,15/03/2018,1.0,0,,,100000000.0,,No,no,,15/01/2018,01/02/2018,,https://s3.amazonaws.com/glx-wp-downloads/GLX-Global-Listing-Exchange-White-Paper.pdf,https://www.linkedin.com/company/glx-inc./,https://www.github.com/glxi?tab=repositories,http://ico.glx.com/?utm_source=icobench,2.6,4.0,True
Australia,,,1.1,0,0.3,,30000000.0,,false,No,,,,1.1,https://gtcoin.co/documents/GTCoin_Whitepaper_v1.pdf,TBD,https://www.github.com/gametesterco?tab=repositories,http://gtcoin.co?utm_source=icobench,2.6,8.0,True
USA,31/12/2017,31/12/2017,0.06,0,0.5,,500000000.0,,False,1,,,,,https://hade.io/whitepaper/HADE_Whitepaper.pdf,,,https://hade.io/?utm_source=icobench,2.7,,True
USA,,,0.24,0,0.6,,,,No,0,,,,,http://healpoint.io/whitepaper.pdf,TBD,,http://healpoint.io/?utm_source=icobench,2.7,6.0,TRUE
USA,,,,0,,,,,no,no,,,,,https://hubtoken.org/images/hub-white-paper.pdf,TBD,https://www.github.com/hub-token?tab=repositories,http://hubtoken.org?utm_source=icobench,2.6,,1
Unknown,15/10/2018,09/03/2019,0.08,0,0.2,,80000000.0,,N,0,,,,,https://github.com/irisnet/irisnet/blob/master/WHITEPAPER.md,https://www.linkedin.com/company/irisnetwork/,https://www.github.com/irisnet?tab=repositories,https://www.irisnet.org/?utm_source=icobench,2.6,6.0,TRUE
Singapore,01/10/2019,15/10/2019,0.01,0,0.58,,174000000.0,Yes,True,N,Yes,,,,https://www.jeoex.com/assets/doc/whitepaper.pdf,https://www.linkedin.com/company/jeo-exchange,,https://www.jeoex.com/?utm_source=icobench,2.6,3.0,T
Cayman Islands,30/07/2018,,3.5,0,0.45,,,No,yes,0,,,,,https://laser.xyz/static/WhitepaperLaser.pdf,TBD,,https://laser.xyz/?utm_source=icobench,2.6,18.0,1
Malta,06/08/2018,,0.01,0,0.7,,700000000.0,Yes,True,no,,,,,https://drive.google.com/file/d/1DZ1Kbi02g-v1fRaEnWvwWD2lY1K5TvqX/view,TBD,,https://lokalize.io/home?utm_source=icobench,2.6,7.0,1
Unknown,,,0.0005,0,,,,,no,no,,,,,https://ltrcoin.com/main/whitepaper-en.pdf,TBD,,http://ltrcoin.com?utm_source=icobench,2.6,4.0,T
Belize,15/02/2018,27/02/2018,25.41600098,0,0.14,,35000000.0,NO,N,N,,15/12/2017,27/01/2018,0.75,https://lucisdollar.io/LucisDollar-White-Paper.pdf,,,https://lucisdollar.io/?utm_source=icobench,2.6,8.0,0
Singapore,,,0.01,0,0.3,,,Yes,Y,0,,,,,http://www.macrochain.io/Library.html#Whitepapers,TBD,https://www.github.com/MacroChain?tab=repositories,http://www.macrochain.io?utm_source=icobench,2.6,16.0,true
Estonia,25/07/2018,01/11/2018,1.030034764,0,0.5,,500000000.0,n,1,0,,,,,https://readymag.com/u51447293/1010228/,https://www.linkedin.com/company/jeo-exchange,,https://market-place.io?utm_source=icobench,2.6,7.0,T
Malta,25/07/2018,25/08/2018,0.012,0,,,,N,true,No,Available,20/06/2018,20/06/2018,,https://medium.com/metacert/metacert-whitepaper-intro-cadf9e934c33,https://www.linkedin.com/company/metacert-protocol/,,https://metacertprotocol.com?utm_source=icobench,2.6,21.0,T
USA,18/06/2018,25/06/2018,1.68,1,0.8,,8000000.0,,no,0.0,,,,,https://www.metronome.io/pdf/owners_manual.pdf,https://www.linkedin.com/company/metronome-token/,https://www.github.com/metronometoken?tab=repositories,https://www.metronome.io/?utm_source=icobench,3.5,,true
UK,04/12/2017,21/01/2018,0.1,0,0.7,,700000000.0,,0,yes,,,,,https://www.monartis.com/docs/Monartis%20Launch%20-%20Whitepaper%20DRAFT.pdf,https://www.linkedin.com/company/monartis/,,https://www.monartis.com/?utm_source=icobench,2.6,5.0,TRUE
Thailand,10/04/2018,09/05/2018,828486.022,0,0.5,,250000000.0,N,yes,No,,,,,http://www.mstcoin.io/assets/doc/MST-COIN%20WHITEPAPER.pdf,,,http://www.mstcoin.io/?utm_source=icobench,2.6,,TRUE
Netherlands,11/06/2018,30/07/2018,5e-06,0,275.0,,27500000000.0,Yes,1,no,,,,,https://mustangchain.io/wp-content/uploads/2018/06/MustangChain-White-Paper-11-06-18.pdf,,,https://mustangchain.io?utm_source=icobench,2.6,,FALSE
Unknown,30/09/2018,19/10/2018,0.015,1,0.1,,266496580.0,,N,No,,,,,https://www.mxc.org/hubfs/WP/MXC_economic_whitepaper.pdf?hsCtaTracking=90f0181a-2912-4296-bfa4-7c444498a0e5%7Caf0d5a7b-c69a-4b7a-8760-c97ca92aca59,https://www.linkedin.com/company/mxc-foundation/,,https://www.mxc.org/?utm_source=icobench,2.6,4.0,1
Romania,01/06/2018,15/06/2018,0.05,0,,,1500000000.0,NO,False,0.0,,,,,https://nws.one/nws.one.whitepaper_en.pdf,,,https://nws.one/?utm_source=icobench,2.6,6.0,true
Unknown,,,0.567022,0,0.15,,30000000.0,,0.0,No,,,,,https://ormeuscoin.com/wp-content/uploads/docs/ORME-WhitePaper-082018.pdf,TBD,,http://ormeuscoin.com?utm_source=icobench,2.6,,T
Singapore,28/02/2018,05/03/2018,2.0,0,0.47,,,YES,1,no,,,,0.6,https://www.ovato.com/wp-content/uploads/2018/02/WhitePaper.pdf,https://www.linkedin.com/company/ovato/,,https://www.ovato.com?utm_source=icobench,2.6,3.0,T
British Virgin Islands,,,,0,,,,n,no,0,,,,,https://www.promether.com/docs/Promether-Whitepaper.pdf,TBD,https://www.github.com/promether?tab=repositories,https://www.promether.com/?utm_source=icobench,2.6,13.0,F
South Africa,01/12/2017,15/04/2018,0.0716,0,625.0,,93750000.0,Yes,no,yes,,,,,https://www.acquaint.biz/whitepaper.pdf,,,https://acquaint.biz/?utm_source=icobench,2.6,11.0,1
Germany,,,,0,0.1,,2000000.0,N,0.0,Y,,,,0.99,https://qovar.com/pdf/wp_qovar.pdf,TBD,,https://qovar.com?utm_source=icobench,2.6,,0
Netherlands,,,0.067,0,0.4,,7400000.0,,false,Y,,,,,https://qryptonite.io/wp-content/uploads/2018/08/Q-nite-Whitepaper-140818.pdf,TBD,,https://qryptonite.io/?utm_source=icobench,2.6,8.0,1.0
Singapore,18/09/2018,18/10/2018,0.200549194,0,0.22,,100000000.0,YES,Y,N,,,,,https://drive.google.com/file/d/1fZZfydUyV_HqHdrMGxGf-ldj8NBrHQkz/view,https://www.linkedin.com/company/quantadex/,,https://www.quantachain.io?utm_source=icobench,2.6,10.0,FALSE
Malaysia,21/03/2018,20/03/2018,0.1685,0,0.35,,,No,yes,N,,,,,https://quantreum.com/QTM-Whitepaper-v9.pdf,,,https://quantreum.com/?utm_source=icobench,2.6,,1.0
Indonesia,03/11/2018,01/12/2018,0.002,0,0.6,,12000000000.0,,No,0.0,,,,,https://drive.google.com/file/d/1dmvTdgQc3Z5OnDVWmHOU641MGS0_XbEQ/view,,,https://quinads.com/?utm_source=icobench,2.6,1.0,1.0
Philippines,01/02/2019,16/09/2018,0.021,0,0.27,,1815914310.0,YES,True,1,,21/07/2018,15/09/2018,0.021,https://tge.readyplaygo.com/whitepaper_v1.pdf,,,https://tge.readyplaygo.com/?utm_source=icobench,2.6,24.0,0
Unknown,13/03/2018,,0.0691,0,506.0,,15000000.0,NO,0,0,,,,,http://rebons.net/uploads/whitepaper.pdf,TBD,,http://rebons.net?utm_source=icobench,2.6,,TRUE
USA,15/09/2018,15/11/2018,1.5,0,,,,N,false,no,,,,,https://docs.wixstatic.com/ugd/1eeaf4_805c8fb64b364e7d826b76e8c51a5ecd.pdf,https://www.linkedin.com/company/residualtoken/,,https://www.residualtoken.com?utm_source=icobench,2.6,13.0,TRUE
Switzerland,,31/08/2017,1.0,1,,,,no,0.0,No,,,,,https://robonomics.network/robonomics_white_paper_en.pdf,https://www.linkedin.com/company/robonomics-network/,https://www.github.com/airalab?tab=repositories,https://robonomics.network/en/?utm_source=icobench,2.6,9.0,T
Canada,01/03/2018,01/04/2018,0.0408,0,0.2,,,n,False,no,,,,,https://github.com/rublixdev/whitepaper/blob/master/README.md,https://www.linkedin.com/company/rublixdev/,https://www.github.com/rublixdev?tab=repositories,https://rublix.io/?utm_source=icobench,2.6,8.0,1
Singapore,01/12/2017,11/12/2017,0.1,0,0.3,,,n,N,no,,,,,https://www.selfsell.com/SelfSellWhitePaperV1.0.pdf,https://www.linkedin.com/company/selfsell/,https://www.github.com/SelfSellTeam?tab=repositories,https://www.selfsell.com/?utm_source=icobench,2.8,,TRUE
Singapore,,,0.7,0,0.4,,672000000.0,N,false,no,,,,,http://www.fourthblockchain.org/clients.html,https://www.linkedin.com/company/fourthblockchain/,https://www.github.com/soom-4th-blockchain?tab=repositories,http://fourthblockchain.org/?utm_source=icobench,2.6,,0.0
Gibraltar,,,0.5,0,0.5,,200000000.0,,0,no,,,,,https://stealthcrypto.io/assets/images/pdf/whitepaper.pdf?pdf=Download-Whitepaper,TBD,,https://stealthcrypto.io/?utm_source=icobench,2.6,11.0,true
Switzerland,,,0.033,0,0.5125,,512484922.0,YES,1,0,,,,,,TBD,https://www.github.com/https:?tab=repositories,https://stegos.com/?utm_source=icobench,2.6,5.0,
Spain,01/05/2018,15/05/2018,0.170424083,0,0.23,,22916000.0,Yes,0.0,Yes,,,,,https://www.stitchedapp.com/wp-content/uploads/2018/04/dossier-stitched-en.pdf,,,https://www.stitchedapp.com/?utm_source=icobench,2.6,6.0,true
France,01/01/2019,,0.00138,0,,,1000000000.0,YES,Yes,no,,01/10/2018,31/12/2018,0.00137,https://ico.tempo.eu.com/whitepaper,TBD,https://www.github.com/http:?tab=repositories,https://tempo.eu.com?utm_source=icobench,2.6,20.0,0
Malta,30/06/2018,,0.002,0,0.75,,20000000.0,Y,1.0,0,AVAILABLE,,,,http://teros.io/wp-content/uploads/2018/06/Private-Pre-Sale-DocumentLQ.pdf,TBD,https://www.github.com/Intelliblock?tab=repositories,http://teros.io?utm_source=icobench,2.6,1.0,T
USA,23/08/2017,,0.1,0,0.75,,150000000.0,,N,no,,,,,https://d2987rzq4y1hnp.cloudfront.net/TokenStub-WhitePaper-EN.v1.pdf,TBD,,https://tokenstub.io/?utm_source=icobench,2.6,,F
UK,05/07/2018,,0.003,0,,,8800000000.0,n,true,N,,,,,https://www.uvidify.io/white-paper,TBD,https://www.github.com/UVIDIFY?tab=repositories,https://www.uvidify.io/home?utm_source=icobench,2.6,10.0,TRUE
British Virgin Islands,30/11/2019,,,0,,,,YES,true,no,Present,,,,,TBD,https://www.github.com/veraprotocol?tab=repositories,https://veraprotocol.org?utm_source=icobench,2.6,5.0,1
Singapore,29/11/2017,06/12/2017,0.166,0,,,,,no,no,,,,,https://verify.as/files/whitepaper.pdf,https://www.linkedin.com/company/verify-bahrain/,,https://verify.as/?utm_source=icobench,2.9,8.0,true
Estonia,30/10/2018,30/11/2018,0.0988,0,0.8,,,y,Yes,1.0,,30/09/2018,30/10/2018,0.45,https://volans.io/assets/pdf/en/whitepaper-2.pdf,https://www.linkedin.com/company/tempo-france-sas/,https://www.github.com/VolansWallet?tab=repositories,https://volans.io?utm_source=icobench,2.7,5.0,1.0
Turkey,01/06/2020,,0.25,0,0.6,,48000000.0,No,Yes,Y,,,,,https://drive.google.com/file/d/1tRYtLbtwPQrrITV8VuehZvbshwQDjSZG/view,TBD,https://www.github.com/weriz-app?tab=repositories,https://weriz.app?utm_source=icobench,2.4,11.0,TRUE
Italy,,,0.1,0,0.5,,200000000.0,,false,Yes,,,,,https://yookye.io/whitepaper/yookye_en.pdf,TBD,https://www.github.com/yookye?tab=repositories,http://yookye.io?utm_source=icobench,2.6,13.0,1.0
UK,,,,0,0.7,,110000000.0,n,true,no,,,,,https://www.scribd.com/document/383388530/Zelaacoin-Whitepaper-v2-0,TBD,,https://www.zelaacoin.com?utm_source=icobench,2.6,5.0,TRUE
Russia,,,1.0,0,,,11000000.0,,False,Yes,,,,,http://abrlab.com/ABR_Whitepapper_En.pdf,TBD,,http://abrlab.com/?utm_source=icobench,2.5,,True
Russia,19/10/2017,30/11/2017,1.0,0,,,40000000.0,,False,N,,,,,https://drive.google.com/file/d/0B5xO13aScFuzR0lhaTZORV85NGs/edit,,,http://www.armorceramics.co/?utm_source=icobench,2.4,,1.0
UK,03/06/2018,06/06/2018,0.73,1,,,,y,True,no,,,,,https://arweave.org/files/arweave-lightpaper.pdf,https://www.linkedin.com/company/arweave/,https://www.github.com/ArweaveTeam?tab=repositories,https://www.arweave.org?utm_source=icobench,2.4,15.0,0
United Arab Emirates,,,0.6,0,,,,no,Yes,0.0,available,,,,https://uploads-ssl.webflow.com/5c366c5c222a7c0a12d289bf/5c44ba87e00656c57792fe31_Atronocom-English%20WP-min%20(1).pdf,TBD,,https://www.atronocom.io?utm_source=icobench,2.4,,0.0
UK,10/04/2020,15/04/2020,0.000792,0,,,20000000000.0,no,no,0,available,,,,,https://www.linkedin.com/company/azbi-io/,https://www.github.com/azbi-io?tab=repositories,https://azbi.io/?utm_source=icobench,2.4,5.0,1.0
India,,,1.0,0,0.75,,134400000.0,,0,0.0,,,,,https://bitindia.co/whitepaper.pdf,TBD,,https://bitindia.co/?utm_source=icobench,2.6,9.0,TRUE
Russia,,,0.0005,0,,,,,False,0.0,,15/12/2017,25/12/2017,,http://icoblaq.com/files/BLAQ_Whitepaper_(EN).pdf?v=3,TBD,,http://icoblaq.com/?utm_source=icobench,2.0,6.0,false
Unknown,,,2.0,0,0.4,,,,no,0,,,,,https://www.blocksale.io/files/Blocksale_Whitepaper_V4.0.pdf,TBD,,https://www.blocksale.io/?utm_source=icobench,2.4,19.0,True
Germany,,,0.08,0,0.7,,350000000.0,yes,1.0,1,,15/07/2018,31/08/2018,,https://www.bloxia.com/downloads/Bloxia_Whitepaper_EN.pdf,TBD,,https://www.bloxia.com?utm_source=icobench,2.4,7.0,1.0
USA,12/12/2017,12/12/2017,0.1,0,0.85,,375000000.0,,N,1,,,,,https://s3.amazonaws.com/caviar-presentations/CaviarWhitepaper.pdf,,,https://www.caviar.io/?utm_source=icobench,3.0,,true
Singapore,20/09/2018,20/10/2018,0.0321,0,0.25,,500000000.0,n,True,no,,,,,https://www.ccetproject.com/resources/pdf/CCET%20White%20Paper_180820_EN.pdf,,,https://www.ccetproject.com/front/main?utm_source=icobench,2.4,,T
Italy,15/11/2017,07/02/2018,0.22,0,,,24500000.0,,0.0,No,,,,,https://docs.google.com/document/d/10yOw6lWGNPW5lNOLXZSgZdvEKlHA3ynT8RHXlBCRJZ0/edit,,https://www.github.com/coincrowd-it?tab=repositories,http://www.coincrowd.it/en/?utm_source=icobench,2.9,12.0,True
Unknown,,,1.15,0,0.1,,2000000.0,,0,No,,,,,https://cottonco.in/wp-content/uploads/2018/06/Cotton-Coin-Whitepaper-02062018.pdf,,https://www.github.com/cottoncoin?tab=repositories,http://cottonco.in/?utm_source=icobench,2.4,,False
USA,15/08/2018,15/09/2018,0.5225,0,,,,Y,Y,0,,,,,https://crowdnext.com/images/ICO%20Whitepaper.pdf,https://www.linkedin.com/company/crowdnext/,,https://crowdnext.com/default?utm_source=icobench,2.4,,TRUE
Singapore,01/09/2019,,0.05,0,0.5,,250000000.0,n,Y,0.0,,,,,,,https://www.github.com/RAKUNproject?tab=repositories,https://www.crypt-oink.io?utm_source=icobench,2.4,,1.0
USA,01/11/2018,,,0,,,,Y,0,N,,,,0.03,https://www.cryptobike.co/white_paper.pdf,TBD,https://www.github.com/cryptobike?tab=repositories,https://www.cryptobike.co/?utm_source=icobench,2.5,,T
Russia,02/10/2017,20/10/2017,1.0,1,0.65,,3000000.0,,False,0,,,,0.5,https://crypto-fund.org/wp/cryptofund_wp_en.pdf,,,https://crypto-fund.org?utm_source=icobench,2.4,,TRUE
USA,,,0.75,0,0.6,,600000000.0,,No,1.0,,,,,https://devolvedeveloper.io/wp-content/uploads/2018/08/Devolve-Whitepaper-Updated-Aug-16.pdf,TBD,,https://devolvedeveloper.io?utm_source=icobench,2.4,,1
USA,01/04/2018,29/08/2018,,1,,,,,0,0.0,,,,,,https://www.linkedin.com/company/dfinity/,https://www.github.com/dfinity?tab=repositories,https://dfinity.org/?utm_source=icobench,2.8,22.0,true
UK,03/05/2018,,0.2887,0,0.6,2262500.0,300000000.0,N,0,no,,,,,http://www.doctailor.com/whitepaper-en.pdf,TBD,,http://www.doctailor.com?utm_source=icobench,2.6,13.0,true
Russia,,,1.0,0,,,500000.0,,0,no,,,,,https://drive.google.com/file/d/0B3Mr_3tb2Qb0MElpUVE3d3lUaEU/view,TBD,https://www.github.com/DolphinBlockchainIntelligence?tab=repositories,https://presale.dolphin.bi/?utm_source=icobench,2.9,4.0,TRUE
Netherlands,,,0.07,0,0.85,,425000000.0,,N,No,,16/06/2018,01/10/2018,0.15,https://dribblepayments.com/whitepaper.pdf,TBD,,http://dribblepayments.com?utm_source=icobench,2.4,3.0,true
Australia,14/02/2018,01/09/2018,0.224437692,0,,,70000000.0,yes,yes,Yes,,,,,https://dutyof.care/assets/img/platform-whitepaper.pdf,https://www.linkedin.com/company/dutyofcare/,https://www.github.com/BlueBikeSolutions?tab=repositories,https://dutyof.care?utm_source=icobench,2.4,6.0,1.0
UK,09/02/2018,19/02/2018,0.0442,0,0.5,,,YES,1.0,N,yes,,,,https://ehab.co/wp-content/uploads/2018/01/ehab-whitepaper.pdf,https://www.linkedin.com/company/ehabitation/,,https://ehab.co/?utm_source=icobench,2.6,,true
Mauritius,,,0.1,0,0.25,,,,No,N,,,,,https://token-assets.engineer.ai/NAYA_whitepaper.pdf,TBD,,https://token.engineer.ai/?utm_source=icobench,2.4,,1.0
USA,,,,0,0.7,,350000000.0,No,True,N,,,,,https://epnex.io/static/Epiphany%20Whitepaper.pdf,TBD,,https://epnex.io/?utm_source=icobench,2.4,6.0,0
USA,01/05/2018,,0.06,0,0.5,,3800000000.0,yes,True,Y,,,,,https://www.exochain.com/assets/bizdocs/exochain-whitepaper.pdf,TBD,,https://exochain.com?utm_source=icobench,2.4,21.0,T
India,,,,0,0.71,,20000000.0,,0.0,0.0,,,,,https://app.box.com/s/8vqx7aacc7u2bd6klb9uqufcgklhy5zw,TBD,,https://foodandresourcematrix.com/?utm_source=icobench,2.4,,True
Indonesia,25/09/2018,16/10/2018,1.82e-05,0,0.6,,12000000000.0,,no,0.0,,,,,https://docs.wixstatic.com/ugd/b22f20_ddbb94dda17e417ea5870fc15769cc95.pdf,,https://www.github.com/fivebalanceID?tab=repositories,https://www.fivebalance.com/?utm_source=icobench,2.4,9.0,TRUE
Liechtenstein,16/11/2016,22/12/2016,,1,,,,,0,No,,,,,https://www.flashcoin.io/docs/FLASHWhitepaper.pdf?new,https://www.linkedin.com/company/flashcoin/,https://www.github.com/flash-coin?tab=repositories,https://www.flashcoin.io?utm_source=icobench,2.4,8.0,FALSE
